photo_id,related_record_id,municipality_id,municipality,category,entity_name,photo_type,saved_filename,google_drive_file_link,proposed_app_asset_path,source_organization,source_page,original_image_link,photographer,copyright_owner,license,permission_status,required_attribution,date_photograph_taken,date_accessed,resolution,orientation,verification_status,permission_required,suitable_as_cover_photo,file_format,file_size,notes
MADIA-PHO-0026,MADIA-SIR-ATT-005,MADIA-MUN-SIR,Siruma,Natural Attraction,Angelica Beach,Cover candidate,MADIA-SIR-ATT-005_Angelica-Beach_Cover_001_Irvin-Parco-Sto-Tomas.jpg,https://drive.google.com/file/d/1LrhQOfwSOpZbQelMuDzoXCil9f_19jl7/view,/assets/siruma/MADIA-SIR-ATT-005_Angelica-Beach_Cover_001_Irvin-Parco-Sto-Tomas.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Angelica_Beach_in_Siruma,_Camarines_Sur.jpg",https://upload.wikimedia.org/wikipedia/commons/d/d2/Angelica_Beach_in_Siruma%2C_Camarines_Sur.jpg,Irvin Parco Sto. Tomas,Irvin Parco Sto. Tomas,Creative Commons Attribution-ShareAlike 4.0,Not required,"Photo by Irvin Parco Sto. Tomas, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2021-04-09,2026-06-29,6000×4000,Landscape,VERIFIED,No,Yes,JPEG,495000,"Exact Commons file page, license and creator verified; JPEG uploaded to the designated municipality folder."
MADIA-PHO-0027,MADIA-SAG-ATT-005,MADIA-MUN-SAG,Sagñay,Natural Attraction,Nato Beach,Cover candidate,MADIA-SAG-ATT-NATO_Nato-Beach_Cover_001_Ralff-Nestor-Nacor.jpg,https://drive.google.com/file/d/1vUrl71eKmBYE6w3nTW4DSGZzA48ZUrGw/view,/assets/sagnay/MADIA-SAG-ATT-NATO_Nato-Beach_Cover_001_Ralff-Nestor-Nacor.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Nato_Beach,_Sagñay,_Camarines_Sur.jpg",https://commons.wikimedia.org/wiki/Special:Redirect/file/Nato_Beach%2C_Sag%C3%B1ay%2C_Camarines_Sur.jpg,Ralff Nestor Nacor,Ralff Nestor Nacor,Creative Commons Attribution-ShareAlike 4.0,Not required,"Photo by Ralff Nestor Nacor, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2020-02-01,2026-06-29,1440×1080,Landscape,VERIFIED,No,Yes,JPEG,199096,"Exact Commons file page, license and creator verified; JPEG uploaded to the designated municipality folder."
MADIA-PHO-0028,MADIA-GAR-ATT-008,MADIA-MUN-GAR,Garchitorena,Natural Attraction,Garchitorena Lagoon,Cover candidate,MADIA-GAR-ATT-008_Garchitorena-Lagoon_Cover_001_Dos-Padayon.jpg,https://drive.google.com/file/d/1GqTpKEzgQgMPn_4WaKdRk6Ab1L93PuHe/view,/assets/garchitorena/MADIA-GAR-ATT-008_Garchitorena-Lagoon_Cover_001_Dos-Padayon.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_Lagoon_in_Garchitorena.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/A_Lagoon_in_Garchitorena.jpg,Dos Padayon,Dos Padayon,Creative Commons Attribution-ShareAlike 4.0,Not required,"Photo by Dos Padayon, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2025-06-12,2026-06-29,2000×1126,Landscape,VERIFIED,No,Yes,JPEG,403337,"Exact Commons file page, license and creator verified; JPEG uploaded to the designated municipality folder."
MADIA-PHO-0029,MADIA-GOA-CUL-001,MADIA-MUN-GOA,Goa,Cultural or Historical Site,St. John the Baptist Parish Church,Cover candidate,MADIA-GOA-CUL-001_St-John-Baptist-Church_Cover_001_Joelaldor.jpg,https://drive.google.com/file/d/1YqDfebqyLijTzflLEB1URnjmM96CWWlj/view,/assets/goa/MADIA-GOA-CUL-001_St-John-Baptist-Church_Cover_001_Joelaldor.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Goa_Church,_Camarines_Sur.jpg",https://commons.wikimedia.org/wiki/Special:Redirect/file/Goa_Church%2C_Camarines_Sur.jpg,Joelaldor,Joelaldor,Creative Commons Attribution-ShareAlike 4.0,Not required,"Photo by Joelaldor, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2015-04-03,2026-06-29,3216×2136,Landscape,VERIFIED,No,Yes,JPEG,630298,"Exact Commons file page, license and creator verified; JPEG uploaded to the designated municipality folder."
MADIA-PHO-0030,MADIA-LAG-ATT-004,MADIA-MUN-LAG,Lagonoy,Natural Attraction,Kinahulogan Falls,Cover candidate,MADIA-LAG-ATT-004_Kinahulogan-Falls_Cover_001_MarvinBikolano.jpg,https://drive.google.com/file/d/13_0jvf-dbWUxZJVOSkPobo0gUm8CRDEH/view,/assets/lagonoy/MADIA-LAG-ATT-004_Kinahulogan-Falls_Cover_001_MarvinBikolano.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Kinahulogan_Falls,_Lagonoy.jpg",https://commons.wikimedia.org/wiki/Special:Redirect/file/Kinahulogan_Falls%2C_Lagonoy.jpg,MarvinBikolano,MarvinBikolano,Creative Commons Attribution-ShareAlike 4.0,Not required,"Photo by MarvinBikolano, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2018-06-17,2026-06-29,4496×3000,Landscape,VERIFIED,No,Yes,JPEG,1002686,"Exact Commons file page, license and creator verified; JPEG uploaded to the designated municipality folder."
MADIA-PHO-0031,MADIA-GAR-ATT-009,MADIA-MUN-GAR,Garchitorena,Natural Attraction,Garchitorena Island (working image lead),Cover or supporting image,MADIA-GAR-ATT-009_Garchitorena-Island_Wide_001_WikimediaCommons.jpg,https://drive.google.com/file/d/1g7wE3TYAbOMWS-6c9OWw4WU3D4XXRNzn/view,/assets/garchitorena/MADIA-GAR-ATT-009_Garchitorena-Island_Wide_001_WikimediaCommons.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:An_Island_in_Garchitorena.jpg,https://upload.wikimedia.org/wikipedia/commons/0/09/An_Island_in_Garchitorena.jpg,Dos Padayon,Dos Padayon,CC BY-SA 4.0,Not required,"Photo by Dos Padayon, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2025-06-13,2026-06-29,2000×666,Landscape,VERIFIED,No,Yes,JPEG,406977,JPEG recovered from the online source through a Drive-native catalog and uploaded to the designated municipality folder.
MADIA-PHO-0032,MADIA-PRE-ATT-005,MADIA-MUN-PRE,Presentacion,Natural Attraction,Presentacion town and coastal view,Cover or supporting image,MADIA-PRE-FAC-001_Presentacion-Town_Wide_001_WikimediaCommons.jpg,https://drive.google.com/file/d/1V0xdJu6ibfuDCC2tpMPObeeAyLI9W0fM/view,/assets/presentacion/MADIA-PRE-FAC-001_Presentacion-Town_Wide_001_WikimediaCommons.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Presentacion_town_in_Camarines_Sur.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/Presentacion_town_in_Camarines_Sur.jpg,Irvin Parco Sto. Tomas,Irvin Parco Sto. Tomas,CC BY-SA 4.0,Not required,"Photo by Irvin Parco Sto. Tomas, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2021-05-23,2026-06-29,4000×1808,Landscape,VERIFIED,No,Yes,JPEG,285303,JPEG recovered from the online source through a Drive-native catalog and uploaded to the designated municipality folder.
MADIA-PHO-0033,MADIA-SIR-ATT-006,MADIA-MUN-SIR,Siruma,Natural Attraction,Siruma coastal landscape,Cover or supporting image,MADIA-SIR-Siruma-Coast.jpg,https://drive.google.com/file/d/1uCn8GVOtiFHnJE_bLCHFf_aABW9YD-0G/view,/assets/siruma/MADIA-SIR-Siruma-Coast.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Siruma,_Camarines_Sur.jpg",https://upload.wikimedia.org/wikipedia/commons/b/bc/Siruma%2C_Camarines_Sur.jpg,Irvin Parco Sto. Tomas,Irvin Parco Sto. Tomas,CC BY-SA 4.0,Not required,"Photo by Irvin Parco Sto. Tomas, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2022-05-06,2026-06-29,4000×2256,Landscape,VERIFIED,No,Yes,JPEG,227893,JPEG recovered from the online source through a Drive-native catalog and uploaded to the designated municipality folder.
MADIA-PHO-0034,MADIA-LAG-ATT-005,MADIA-MUN-LAG,Lagonoy,Natural Attraction,Lagonoy River,Cover or supporting image,MADIA-LAG-Lagonoy-River.jpg,https://drive.google.com/file/d/15fz5OdOC8vRDV0Ki-BvzSVSLJhRnqypW/view,/assets/lagonoy/MADIA-LAG-Lagonoy-River.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Lagonoy_River.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e8/Lagonoy_River.jpg,,,License pending exact file-page review,Review required,Retain the source-page link and complete creator/license review before public use.,,2026-06-29,4496×3000,Landscape,PARTIALLY VERIFIED,Yes,Yes,JPEG,616037,JPEG recovered from the online source through a Drive-native catalog and uploaded to the designated municipality folder.
MADIA-PHO-0035,MADIA-LAG-CUL-001,MADIA-MUN-LAG,Lagonoy,Cultural or Historical Site,Saints Philip and James the Apostles Parish Church,Cover or supporting image,MADIA-LAG-Philip-James-Parish.jpg,https://drive.google.com/file/d/1aZZX3K6VX4BF-NfwsWm_XPl6yb1DaFtL/view,/assets/lagonoy/MADIA-LAG-Philip-James-Parish.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Close-up_details_of_Sts._Philip_and_James_the_Apostle_Parish,_Lagonoy,_Camarines_Sur.jpg",https://upload.wikimedia.org/wikipedia/commons/4/48/Close-up_details_of_Sts._Philip_and_James_the_Apostle_Parish%2C_Lagonoy%2C_Camarines_Sur.jpg,,,CC BY-SA 4.0 — creator pending exact-page verification,Attribution details incomplete,Retain the source-page link and complete creator/license review before public use.,2025,2026-06-29,4288×3216,Landscape,PARTIALLY VERIFIED,Yes,Yes,JPEG,536043,JPEG recovered from the online source through a Drive-native catalog and uploaded to the designated municipality folder.
MADIA-PHO-0036,MADIA-SJO-CUL-001,MADIA-MUN-SJO,San Jose,Cultural or Historical Site,Saint Joseph Parish Church,Cover or supporting image,MADIA-SJO-St-Joseph-Parish.jpg,https://drive.google.com/file/d/1aZVog0Wi_p8zAtfard0fTu-bNpuEhSB1/view,/assets/san-jose/MADIA-SJO-St-Joseph-Parish.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:St._Joseph_Parish_Church,_San_Jose,_Camarines_Sur.jpg",https://upload.wikimedia.org/wikipedia/commons/5/54/St._Joseph_Parish_Church%2C_San_Jose%2C_Camarines_Sur.jpg,Ralff Nestor Nacor,Ralff Nestor Nacor,CC BY-SA 4.0,Not required,"Photo by Ralff Nestor Nacor, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2022-05-12,2026-06-29,3988×3003,Landscape,VERIFIED,No,Yes,JPEG,427479,JPEG recovered from the online source through a Drive-native catalog and uploaded to the designated municipality folder.
MADIA-PHO-0037,MADIA-TIG-FAC-006,MADIA-MUN-TIG,Tigaon,Municipal or Emergency Facility,Tigaon Public Market,Cover or supporting image,MADIA-TIG-Public-Market.jpg,https://drive.google.com/file/d/1bAdPi1weYS1aZWaKIDHfvIO5w3xR4OSa/view,/assets/tigaon/MADIA-TIG-Public-Market.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Tigaon_Public_Market,_Cam_Sur,_Mar_2026.jpg",https://upload.wikimedia.org/wikipedia/commons/0/05/Tigaon_Public_Market%2C_Cam_Sur%2C_Mar_2026.jpg,Ralff Nestor Nacor,Ralff Nestor Nacor,CC BY-SA 4.0,Not required,"Photo by Ralff Nestor Nacor, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2026-03-04,2026-06-29,3193×2404,Landscape,VERIFIED,No,Yes,JPEG,464641,JPEG recovered from the online source through a Drive-native catalog and uploaded to the designated municipality folder.
MADIA-PHO-0038,MADIA-TIG-FAC-008,MADIA-MUN-TIG,Tigaon,Municipal or Emergency Facility,Don Pascual P. Leelin Sr. Park,Cover or supporting image,MADIA-TIG-Public-Park.jpg,https://drive.google.com/file/d/1Fy3QUBspUbS_2048WNokcKYAKGw9Qrsu/view,/assets/tigaon/MADIA-TIG-Public-Park.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Don_Pascual_P._Leelin_Sr._Park,_Tigaon,_Cam_Sur,_Mar_2026.jpg",https://upload.wikimedia.org/wikipedia/commons/4/4f/Don_Pascual_P._Leelin_Sr._Park%2C_Tigaon%2C_Cam_Sur%2C_Mar_2026.jpg,Ralff Nestor Nacor,Ralff Nestor Nacor,CC BY-SA 4.0,Not required,"Photo by Ralff Nestor Nacor, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2026-03-04,2026-06-29,4080×3072,Landscape,VERIFIED,No,Yes,JPEG,1461233,JPEG recovered from the online source through a Drive-native catalog and uploaded to the designated municipality folder.
MADIA-PHO-0039,MADIA-GAR-ATT-010,MADIA-MUN-GAR,Garchitorena,Natural Attraction,Le Isla Pighaluban,Cover or supporting image,MADIA-GAR-Pighaluban-Island.jpg,https://drive.google.com/file/d/1HoQmhwgHHcJ9zxAICXAlztci_tuMhlkV/view,/assets/garchitorena/MADIA-GAR-Pighaluban-Island.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:The_beauty_of_Le_Isla_Pighaluban_in_Garchitorena,_Camarines_Sur,_Bicol,_Philippines.jpg",https://commons.wikimedia.org/wiki/Special:Redirect/file/The_beauty_of_Le_Isla_Pighaluban_in_Garchitorena%2C_Camarines_Sur%2C_Bicol%2C_Philippines.jpg,Dos Padayon,Dos Padayon,CC BY-SA 4.0,Not required,"Photo by Dos Padayon, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2025-06-10,2026-06-29,2000×1126,Landscape,VERIFIED,No,Yes,JPEG,174459,"Exact source page, creator and license verified; media uploaded to the designated Drive folder."
MADIA-PHO-0040,MADIA-PRE-ATT-006,MADIA-MUN-PRE,Presentacion,Natural Attraction,Aguirangan Rose Island,Cover or supporting image,MADIA-PRE-Rose-Island.jpg,https://drive.google.com/file/d/1JwtYEut6e4SWbDvPrCRLtTOej_mxnug1/view,/assets/presentacion/MADIA-PRE-Rose-Island.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:View_of_Rose_Island.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/View_of_Rose_Island.jpg,Dos Padayon,Dos Padayon,CC BY-SA 4.0,Not required,"Photo by Dos Padayon, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2025-06-08,2026-06-29,4080×3072,Landscape,VERIFIED,No,Yes,JPEG,689787,"Exact source page, creator and license verified; media uploaded to the designated Drive folder."
MADIA-PHO-0041,MADIA-TIN-CUL-003,MADIA-MUN-TIN,Tinambac,Cultural or Historical Site,San Pascual Baylon Parish Church,Cover or supporting image,MADIA-TIN-Church.jpg,https://drive.google.com/file/d/1B6q1_zkOEwOW-qr9W5IcPOVJf1yVQnUH/view,/assets/tinambac/MADIA-TIN-Church.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:San_Pascual_Baylon_Parish_Church.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/San_Pascual_Baylon_Parish_Church.JPG,Domingo Combate Jr.,Domingo Combate Jr.,CC BY-SA 4.0,Not required,"Photo by Domingo Combate Jr., CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2014-12-29,2026-06-29,3968×2976,Landscape,VERIFIED,No,Yes,JPEG,535884,"Exact source page, creator and license verified; media uploaded to the designated Drive folder."
MADIA-PHO-0042,MADIA-SAG-CUL-001,MADIA-MUN-SAG,Sagñay,Cultural or Historical Site,Saint Andrew the Apostle Parish Church,Cover or supporting image,MADIA-SAG-Heritage.jpg,https://drive.google.com/file/d/1j3YUh2TVJA1ruAd84I3qC9Z4Hg29Whzv/view,/assets/sagnay/MADIA-SAG-Heritage.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Church_of_Sagñay,_Camarines_Sur.jpg",https://commons.wikimedia.org/wiki/Special:Redirect/file/Church_of_Sag%C3%B1ay%2C_Camarines_Sur.jpg,Joelaldor,Joelaldor,CC BY-SA 4.0,Not required,"Photo by Joelaldor, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2015-04-03,2026-06-29,3216×2136,Landscape,VERIFIED,No,Yes,JPEG,303612,"Exact source page, creator and license verified; media uploaded to the designated Drive folder."
MADIA-PHO-0043,MADIA-CAR-ATT-011,MADIA-MUN-CAR,Caramoan,Natural Attraction,Caramoan Peninsula,Cover or supporting image,MADIA-CAR-Peninsula.jpg,https://drive.google.com/file/d/1B548bDPWcyGpxHnV3g4ZzA6SreHRzRaw/view,/assets/caramoan/MADIA-CAR-Peninsula.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Caramoan_Peninsula,_Camarines_Sur.jpg",https://upload.wikimedia.org/wikipedia/commons/2/21/Caramoan_Peninsula%2C_Camarines_Sur.jpg,JannahTepace,JannahTepace,CC BY-SA 4.0,Not required,"Photo by JannahTepace, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2016-04-08,2026-06-29,3568×2000,Landscape,VERIFIED,No,Yes,JPEG,506281,"Exact source page, creator and license verified; media uploaded to the designated Drive folder."
MADIA-PHO-0044,MADIA-GOA-CUL-001,MADIA-MUN-GOA,Goa,Cultural or Historical Site,St. John the Baptist Parish Church,Cover or supporting image,GOA-HERITAGE-02.jpg,https://drive.google.com/file/d/1-m9CB7wiz7bvi64RoJx0QgIxEa3kXuRe/view,/assets/goa/GOA-HERITAGE-02.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Goa_Church,_Cam_Sur,_Mar_2026_(1).jpg",https://upload.wikimedia.org/wikipedia/commons/1/17/Goa_Church%2C_Cam_Sur%2C_Mar_2026_%281%29.jpg,Ralff Nestor Nacor,Ralff Nestor Nacor,CC BY-SA 4.0,Not required,"Photo by Ralff Nestor Nacor, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2026-03-04,2026-06-29,3948×2972,Landscape,VERIFIED,No,Yes,JPEG,647945,"Exact source page, creator and license verified; media uploaded to the designated Drive folder."
MADIA-PHO-0045,MADIA-GOA-TRN-001,MADIA-MUN-GOA,Goa,Transportation Route or Service,Road going to Goa,Cover or supporting image,GOA-ACCESS-01.jpg,https://drive.google.com/file/d/1B-_29cFLoX8Qn4RInXYTJ5w-puSfHmrk/view,/assets/goa/GOA-ACCESS-01.jpg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Road_going_to_Goa,_Camarines_Sur.JPG",https://upload.wikimedia.org/wikipedia/commons/e/e9/Road_going_to_Goa%2C_Camarines_Sur.JPG,Geopoet,Geopoet,CC BY-SA 3.0,Not required,"Photo by Geopoet, CC BY-SA 3.0, via Wikimedia Commons; indicate modifications.",2012-06-11,2026-06-29,1024×768,Landscape,VERIFIED,No,Yes,JPEG,127256,"Exact source page, creator and license verified; media uploaded to the designated Drive folder."
MADIA-PHO-0046,MADIA-TIN-ATT-001,MADIA-MUN-TIN,Tinambac,Natural Attraction,Caloco Beach,Cover or supporting image,TIN-COAST-03.png,https://drive.google.com/file/d/1S4tcA52mn4yi7Iva6wUvAYtS8av5sGSQ/view,/assets/tinambac/TIN-COAST-03.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Magnificant_view_of_the_beach_in_Caloco_Beach,_Tinambac,_Camarines_Sur,_Philippines.jpg",https://upload.wikimedia.org/wikipedia/commons/b/bf/Magnificant_view_of_the_beach_in_Caloco_Beach%2C_Tinambac%2C_Camarines_Sur%2C_Philippines.jpg,Biag arnel,Biag arnel,CC BY-SA 4.0,Not required,"Photo by Biag arnel, CC BY-SA 4.0, via Wikimedia Commons; indicate modifications.",2018-05-24,2026-06-29,1200×903,Landscape,VERIFIED,No,Yes,PNG,1614184,"Exact source page, creator and license verified; media uploaded to the designated Drive folder."
